
These predictions were generated by MoorDyn (v2.3.82025-02-27) on 17-Oct-2025 at 15:53:57.

 
 
 
      Time        FAIRTEN1        FAIRTEN2        FAIRTEN3        ANCHTEN1        ANCHTEN2        ANCHTEN3
       (s)             (N)             (N)             (N)             (N)             (N)             (N)
    2.8500   1.0095723E+06   1.3619837E+06   1.0124611E+06   8.1277301E+05   1.1660783E+06   8.1496392E+05
    2.8625   1.0099989E+06   1.3608088E+06   1.0129295E+06   8.1325389E+05   1.1647841E+06   8.1552992E+05
    2.8750   1.0104199E+06   1.3596442E+06   1.0133798E+06   8.1372074E+05   1.1634938E+06   8.1608737E+05
    2.8875   1.0108345E+06   1.3584912E+06   1.0138115E+06   8.1417325E+05   1.1622088E+06   8.1663534E+05
    2.9000   1.0112415E+06   1.3573519E+06   1.0142237E+06   8.1461121E+05   1.1609304E+06   8.1717287E+05
    2.9125   1.0116412E+06   1.3562252E+06   1.0146170E+06   8.1503449E+05   1.1596600E+06   8.1769896E+05
    2.9250   1.0120326E+06   1.3551126E+06   1.0149909E+06   8.1544308E+05   1.1583987E+06   8.1821261E+05
    2.9375   1.0124155E+06   1.3540137E+06   1.0153459E+06   8.1583709E+05   1.1571478E+06   8.1871289E+05
    2.9500   1.0127896E+06   1.3529284E+06   1.0156823E+06   8.1621668E+05   1.1559083E+06   8.1919886E+05
    2.9625   1.0131545E+06   1.3518566E+06   1.0160006E+06   8.1658215E+05   1.1546811E+06   8.1966969E+05
    2.9750   1.0135099E+06   1.3507979E+06   1.0163016E+06   8.1693385E+05   1.1534669E+06   8.2012458E+05
    2.9875   1.0138553E+06   1.3497521E+06   1.0165859E+06   8.1727217E+05   1.1522666E+06   8.2056279E+05
    3.0000   1.0141901E+06   1.3487191E+06   1.0168542E+06   8.1759756E+05   1.1510808E+06   8.2098363E+05
    3.0125   1.0145137E+06   1.3476989E+06   1.0171071E+06   8.1791047E+05   1.1499102E+06   8.2138644E+05
    3.0250   1.0148246E+06   1.3466931E+06   1.0173448E+06   8.1821132E+05   1.1487553E+06   8.2177058E+05
    3.0375   1.0151226E+06   1.3457004E+06   1.0175685E+06   8.1850051E+05   1.1476170E+06   8.2213542E+05
    3.0500   1.0154063E+06   1.3447227E+06   1.0177781E+06   8.1877837E+05   1.1464959E+06   8.2248030E+05
    3.0625   1.0156747E+06   1.3437605E+06   1.0179739E+06   8.1904515E+05   1.1453929E+06   8.2280458E+05
    3.0750   1.0159268E+06   1.3428148E+06   1.0181562E+06   8.1930102E+05   1.1443090E+06   8.2310760E+05
    3.0875   1.0161617E+06   1.3418867E+06   1.0183248E+06   8.1954607E+05   1.1432451E+06   8.2338867E+05
    3.1000   1.0163784E+06   1.3409773E+06   1.0184798E+06   8.1978027E+05   1.1422025E+06   8.2364713E+05
    3.1125   1.0165763E+06   1.3400877E+06   1.0186208E+06   8.2000352E+05   1.1411822E+06   8.2388233E+05
    3.1250   1.0167548E+06   1.3392189E+06   1.0187476E+06   8.2021566E+05   1.1401856E+06   8.2409366E+05
    3.1375   1.0169138E+06   1.3383716E+06   1.0188599E+06   8.2041647E+05   1.1392137E+06   8.2428057E+05
    3.1500   1.0170524E+06   1.3375480E+06   1.0189569E+06   8.2060567E+05   1.1382678E+06   8.2444260E+05
    3.1625   1.0171716E+06   1.3367466E+06   1.0190392E+06   8.2078300E+05   1.1373489E+06   8.2457938E+05
    3.1750   1.0172712E+06   1.3359688E+06   1.0191060E+06   8.2094816E+05   1.1364579E+06   8.2469069E+05
    3.1875   1.0173519E+06   1.3352143E+06   1.0191576E+06   8.2110088E+05   1.1355957E+06   8.2477643E+05
    3.2000   1.0174143E+06   1.3344828E+06   1.0191938E+06   8.2124090E+05   1.1347629E+06   8.2483667E+05
    3.2125   1.0174591E+06   1.3337741E+06   1.0192149E+06   8.2136798E+05   1.1339598E+06   8.2487162E+05
    3.2250   1.0174870E+06   1.3330879E+06   1.0192208E+06   8.2148189E+05   1.1331869E+06   8.2488165E+05
    3.2375   1.0174988E+06   1.3324239E+06   1.0192117E+06   8.2158241E+05   1.1324441E+06   8.2486727E+05
    3.2500   1.0174952E+06   1.3317820E+06   1.0191877E+06   8.2166930E+05   1.1317316E+06   8.2482909E+05
    3.2625   1.0174768E+06   1.3311620E+06   1.0191487E+06   8.2174233E+05   1.1310494E+06   8.2476785E+05
    3.2750   1.0174436E+06   1.3305655E+06   1.0190940E+06   8.2180122E+05   1.1303971E+06   8.2468436E+05
    3.2875   1.0173970E+06   1.3299913E+06   1.0190241E+06   8.2184565E+05   1.1297749E+06   8.2457946E+05
    3.3000   1.0173367E+06   1.3294410E+06   1.0189380E+06   8.2187524E+05   1.1291825E+06   8.2445403E+05
    3.3125   1.0172633E+06   1.3289150E+06   1.0188356E+06   8.2188960E+05   1.1286199E+06   8.2430892E+05
    3.3250   1.0171772E+06   1.3284142E+06   1.0187162E+06   8.2188825E+05   1.1280872E+06   8.2414495E+05
    3.3375   1.0170785E+06   1.3279398E+06   1.0185792E+06   8.2187069E+05   1.1275845E+06   8.2396291E+05
    3.3500   1.0169677E+06   1.3274926E+06   1.0184239E+06   8.2183643E+05   1.1271120E+06   8.2376349E+05
    3.3625   1.0168450E+06   1.3270738E+06   1.0182497E+06   8.2178494E+05   1.1266700E+06   8.2354731E+05
    3.3750   1.0167107E+06   1.3266842E+06   1.0180560E+06   8.2171575E+05   1.1262588E+06   8.2331493E+05
    3.3875   1.0165652E+06   1.3263246E+06   1.0178426E+06   8.2162842E+05   1.1258789E+06   8.2306682E+05
    3.4000   1.0164083E+06   1.3259970E+06   1.0176083E+06   8.2152261E+05   1.1255305E+06   8.2280338E+05
    3.4125   1.0162411E+06   1.3257000E+06   1.0173540E+06   8.2139806E+05   1.1252140E+06   8.2252498E+05
    3.4250   1.0160638E+06   1.3254347E+06   1.0170792E+06   8.2125465E+05   1.1249297E+06   8.2223192E+05
    3.4375   1.0158771E+06   1.3252007E+06   1.0167846E+06   8.2109238E+05   1.1246778E+06   8.2192451E+05
    3.4500   1.0156815E+06   1.3249976E+06   1.0164707E+06   8.2091139E+05   1.1244582E+06   8.2160303E+05
    3.4625   1.0154778E+06   1.3248248E+06   1.0161381E+06   8.2071197E+05   1.1242710E+06   8.2126780E+05
    3.4750   1.0152664E+06   1.3246816E+06   1.0157877E+06   8.2049453E+05   1.1241159E+06   8.2091909E+05
    3.4875   1.0150479E+06   1.3245673E+06   1.0154205E+06   8.2025959E+05   1.1239926E+06   8.2055724E+05
    3.5000   1.0148228E+06   1.3244811E+06   1.0150375E+06   8.2000779E+05   1.1239008E+06   8.2018257E+05
    3.5125   1.0145914E+06   1.3244225E+06   1.0146398E+06   8.1973981E+05   1.1238401E+06   8.1979538E+05
    3.5250   1.0143532E+06   1.3243924E+06   1.0142276E+06   8.1945643E+05   1.1238099E+06   8.1939601E+05
    3.5375   1.0141091E+06   1.3243885E+06   1.0138028E+06   8.1915843E+05   1.1238098E+06   8.1898473E+05
    3.5500   1.0138586E+06   1.3244119E+06   1.0133659E+06   8.1884660E+05   1.1238394E+06   8.1856180E+05
    3.5625   1.0136016E+06   1.3244620E+06   1.0129179E+06   8.1852175E+05   1.1238984E+06   8.1812743E+05
    3.5750   1.0133377E+06   1.3245390E+06   1.0124597E+06   8.1818464E+05   1.1239863E+06   8.1768176E+05
    3.5875   1.0130666E+06   1.3246431E+06   1.0119922E+06   8.1783603E+05   1.1241032E+06   8.1722490E+05
    3.6000   1.0127878E+06   1.3247745E+06   1.0115161E+06   8.1747663E+05   1.1242488E+06   8.1675688E+05
    3.6125   1.0125008E+06   1.3249334E+06   1.0110324E+06   8.1710712E+05   1.1244232E+06   8.1627769E+05
    3.6250   1.0122052E+06   1.3251200E+06   1.0105418E+06   8.1672816E+05   1.1246264E+06   8.1578731E+05
    3.6375   1.0119005E+06   1.3253342E+06   1.0100453E+06   8.1634038E+05   1.1248586E+06   8.1528566E+05
    3.6500   1.0115859E+06   1.3255775E+06   1.0095429E+06   8.1594442E+05   1.1251198E+06   8.1477272E+05
    3.6625   1.0112621E+06   1.3258477E+06   1.0090366E+06   8.1554091E+05   1.1254101E+06   8.1424846E+05
    3.6750   1.0109285E+06   1.3261456E+06   1.0085268E+06   8.1513049E+05   1.1257296E+06   8.1371294E+05
    3.6875   1.0105855E+06   1.3264699E+06   1.0080145E+06   8.1471381E+05   1.1260781E+06   8.1316630E+05
    3.7000   1.0102335E+06   1.3268199E+06   1.0075009E+06   8.1429155E+05   1.1264554E+06   8.1260876E+05
    3.7125   1.0098730E+06   1.3271945E+06   1.0069870E+06   8.1386442E+05   1.1268613E+06   8.1204068E+05
    3.7250   1.0095047E+06   1.3275925E+06   1.0064736E+06   8.1343313E+05   1.1272952E+06   8.1146253E+05
    3.7375   1.0091292E+06   1.3280127E+06   1.0059619E+06   8.1299839E+05   1.1277566E+06   8.1087493E+05
    3.7500   1.0087474E+06   1.3284539E+06   1.0054526E+06   8.1256094E+05   1.1282447E+06   8.1027858E+05
    3.7625   1.0083599E+06   1.3289149E+06   1.0049465E+06   8.1212146E+05   1.1287587E+06   8.0967433E+05
    3.7750   1.0079670E+06   1.3293961E+06   1.0044436E+06   8.1168061E+05   1.1292978E+06   8.0906311E+05
    3.7875   1.0075700E+06   1.3298949E+06   1.0039454E+06   8.1123901E+05   1.1298609E+06   8.0844594E+05
    3.8000   1.0071690E+06   1.3304118E+06   1.0034515E+06   8.1079718E+05   1.1304472E+06   8.0782389E+05
    3.8125   1.0067648E+06   1.3309458E+06   1.0029625E+06   8.1035559E+05   1.1310558E+06   8.0719810E+05
    3.8250   1.0063577E+06   1.3314968E+06   1.0024785E+06   8.0991461E+05   1.1316856E+06   8.0656969E+05
    3.8375   1.0059483E+06   1.3320644E+06   1.0019995E+06   8.0947450E+05   1.1323361E+06   8.0593982E+05
    3.8500   1.0055369E+06   1.3326487E+06   1.0015256E+06   8.0903545E+05   1.1330064E+06   8.0530964E+05
    3.8625   1.0051239E+06   1.3332495E+06   1.0010565E+06   8.0859754E+05   1.1336958E+06   8.0468030E+05
    3.8750   1.0047098E+06   1.3338669E+06   1.0005922E+06   8.0816079E+05   1.1344038E+06   8.0405290E+05
    3.8875   1.0042949E+06   1.3345006E+06   1.0001324E+06   8.0772518E+05   1.1351298E+06   8.0342854E+05
    3.9000   1.0038794E+06   1.3351518E+06   9.9967636E+05   8.0729064E+05   1.1358732E+06   8.0280831E+05
    3.9125   1.0034646E+06   1.3358186E+06   9.9922471E+05   8.0685708E+05   1.1366337E+06   8.0219328E+05
    3.9250   1.0030508E+06   1.3365015E+06   9.9877683E+05   8.0642446E+05   1.1374105E+06   8.0158448E+05
    3.9375   1.0026390E+06   1.3371995E+06   9.9833296E+05   8.0599275E+05   1.1382031E+06   8.0098298E+05
    3.9500   1.0022302E+06   1.3379117E+06   9.9789316E+05   8.0556200E+05   1.1390109E+06   8.0038981E+05
    3.9625   1.0018254E+06   1.3386373E+06   9.9745762E+05   8.0513231E+05   1.1398329E+06   7.9980601E+05
    3.9750   1.0014256E+06   1.3393749E+06   9.9702662E+05   8.0470388E+05   1.1406684E+06   7.9923259E+05
    3.9875   1.0010319E+06   1.3401236E+06   9.9660052E+05   8.0427701E+05   1.1415164E+06   7.9867056E+05
    4.0000   1.0006453E+06   1.3408821E+06   9.9617970E+05   8.0385204E+05   1.1423758E+06   7.9812090E+05
    4.0125   1.0002665E+06   1.3416492E+06   9.9576460E+05   8.0342943E+05   1.1432454E+06   7.9758455E+05
    4.0250   9.9989580E+05   1.3424251E+06   9.9535507E+05   8.0300968E+05   1.1441241E+06   7.9706241E+05
    4.0375   9.9953447E+05   1.3432075E+06   9.9495228E+05   8.0259334E+05   1.1450107E+06   7.9655531E+05
    4.0500   9.9918244E+05   1.3439966E+06   9.9455613E+05   8.0218098E+05   1.1459041E+06   7.9606400E+05
    4.0625   9.9884020E+05   1.3447914E+06   9.9416721E+05   8.0177320E+05   1.1468030E+06   7.9558914E+05
    4.0750   9.9850782E+05   1.3455916E+06   9.9378583E+05   8.0137059E+05   1.1477065E+06   7.9513130E+05
    4.0875   9.9818531E+05   1.3463971E+06   9.9341232E+05   8.0097371E+05   1.1486135E+06   7.9469094E+05
    4.1000   9.9787253E+05   1.3472075E+06   9.9304700E+05   8.0058312E+05   1.1495232E+06   7.9426839E+05
    4.1125   9.9756927E+05   1.3480228E+06   9.9269016E+05   8.0019934E+05   1.1504348E+06   7.9386390E+05
    4.1250   9.9727526E+05   1.3488431E+06   9.9234214E+05   7.9982285E+05   1.1513477E+06   7.9347759E+05
    4.1375   9.9699021E+05   1.3496681E+06   9.9200330E+05   7.9945414E+05   1.1522611E+06   7.9310950E+05
    4.1500   9.9671329E+05   1.3504986E+06   9.9167350E+05   7.9909366E+05   1.1531747E+06   7.9275957E+05
    4.1625   9.9644495E+05   1.3513332E+06   9.9135392E+05   7.9874187E+05   1.1540880E+06   7.9242769E+05
    4.1750   9.9618452E+05   1.3521723E+06   9.9104464E+05   7.9839926E+05   1.1550004E+06   7.9211369E+05
    4.1875   9.9593210E+05   1.3530149E+06   9.9074651E+05   7.9806630E+05   1.1559116E+06   7.9181736E+05
    4.2000   9.9568760E+05   1.3538604E+06   9.9046023E+05   7.9774353E+05   1.1568209E+06   7.9153848E+05
    4.2125   9.9545109E+05   1.3547078E+06   9.9018659E+05   7.9743150E+05   1.1577278E+06   7.9127684E+05
    4.2250   9.9522270E+05   1.3555561E+06   9.8992643E+05   7.9713081E+05   1.1586318E+06   7.9103223E+05
    4.2375   9.9500261E+05   1.3564042E+06   9.8968060E+05   7.9684207E+05   1.1595321E+06   7.9080447E+05
    4.2500   9.9479102E+05   1.3572508E+06   9.8944992E+05   7.9656592E+05   1.1604279E+06   7.9059341E+05
    4.2625   9.9458817E+05   1.3580950E+06   9.8923519E+05   7.9630300E+05   1.1613185E+06   7.9039891E+05
    4.2750   9.9439379E+05   1.3589363E+06   9.8903660E+05   7.9605392E+05   1.1622030E+06   7.9022087E+05
    4.2875   9.9420866E+05   1.3597730E+06   9.8885533E+05   7.9581928E+05   1.1630806E+06   7.9005924E+05
    4.3000   9.9403250E+05   1.3606049E+06   9.8869143E+05   7.9559961E+05   1.1639504E+06   7.8991394E+05
    4.3125   9.9386556E+05   1.3614311E+06   9.8854535E+05   7.9539536E+05   1.1648118E+06   7.8978494E+05
    4.3250   9.9370783E+05   1.3622512E+06   9.8841725E+05   7.9520692E+05   1.1656639E+06   7.8967218E+05
    4.3375   9.9355929E+05   1.3630649E+06   9.8830717E+05   7.9503453E+05   1.1665062E+06   7.8957563E+05
    4.3500   9.9341987E+05   1.3638721E+06   9.8821504E+05   7.9487836E+05   1.1673381E+06   7.8949521E+05
    4.3625   9.9328947E+05   1.3646727E+06   9.8814066E+05   7.9473844E+05   1.1681592E+06   7.8943085E+05
    4.3750   9.9316798E+05   1.3654667E+06   9.8808380E+05   7.9461471E+05   1.1689694E+06   7.8938247E+05
    4.3875   9.9305531E+05   1.3662542E+06   9.8804414E+05   7.9450699E+05   1.1697682E+06   7.8934996E+05
    4.4000   9.9295104E+05   1.3670356E+06   9.8802098E+05   7.9441502E+05   1.1705557E+06   7.8933322E+05
    4.4125   9.9285564E+05   1.3678102E+06   9.8801444E+05   7.9433847E+05   1.1713317E+06   7.8933215E+05
    4.4250   9.9276889E+05   1.3685783E+06   9.8802388E+05   7.9427695E+05   1.1720963E+06   7.8934667E+05
    4.4375   9.9269110E+05   1.3693394E+06   9.8804913E+05   7.9423005E+05   1.1728493E+06   7.8937669E+05
    4.4500   9.9262254E+05   1.3700931E+06   9.8808989E+05   7.9419733E+05   1.1735908E+06   7.8942219E+05
    4.4625   9.9256359E+05   1.3708388E+06   9.8814593E+05   7.9417838E+05   1.1743205E+06   7.8948316E+05
    4.4750   9.9251471E+05   1.3715757E+06   9.8821701E+05   7.9417277E+05   1.1750385E+06   7.8955962E+05
    4.4875   9.9247640E+05   1.3723032E+06   9.8830294E+05   7.9418015E+05   1.1757443E+06   7.8965164E+05
    4.5000   9.9244921E+05   1.3730204E+06   9.8840347E+05   7.9420015E+05   1.1764378E+06   7.8975931E+05
    4.5125   9.9243366E+05   1.3737266E+06   9.8851836E+05   7.9423249E+05   1.1771186E+06   7.8988273E+05
    4.5250   9.9242996E+05   1.3744213E+06   9.8864703E+05   7.9427688E+05   1.1777863E+06   7.9002203E+05
    4.5375   9.9243886E+05   1.3751036E+06   9.8878950E+05   7.9433308E+05   1.1784405E+06   7.9017732E+05
    4.5500   9.9246044E+05   1.3757733E+06   9.8894510E+05   7.9440087E+05   1.1790807E+06   7.9034868E+05
    4.5625   9.9249495E+05   1.3764299E+06   9.8911348E+05   7.9448003E+05   1.1797066E+06   7.9053616E+05
    4.5750   9.9254244E+05   1.3770733E+06   9.8929409E+05   7.9457036E+05   1.1803177E+06   7.9073976E+05
    4.5875   9.9260281E+05   1.3777037E+06   9.8948635E+05   7.9467163E+05   1.1809138E+06   7.9095942E+05
    4.6000   9.9267580E+05   1.3783211E+06   9.8968967E+05   7.9478361E+05   1.1814947E+06   7.9119498E+05
    4.6125   9.9276107E+05   1.3789260E+06   9.8990340E+05   7.9490603E+05   1.1820602E+06   7.9144623E+05
    4.6250   9.9285815E+05   1.3795186E+06   9.9012692E+05   7.9503861E+05   1.1826104E+06   7.9171284E+05
    4.6375   9.9296650E+05   1.3800995E+06   9.9035961E+05   7.9518106E+05   1.1831452E+06   7.9199444E+05
    4.6500   9.9308533E+05   1.3806692E+06   9.9060073E+05   7.9533307E+05   1.1836648E+06   7.9229057E+05
    4.6625   9.9321427E+05   1.3812280E+06   9.9084998E+05   7.9549432E+05   1.1841695E+06   7.9260069E+05
    4.6750   9.9335255E+05   1.3817763E+06   9.9110678E+05   7.9566450E+05   1.1846593E+06   7.9292423E+05
    4.6875   9.9349967E+05   1.3823143E+06   9.9137081E+05   7.9584332E+05   1.1851347E+06   7.9326058E+05
    4.7000   9.9365508E+05   1.3828419E+06   9.9164181E+05   7.9603052E+05   1.1855959E+06   7.9360909E+05
    4.7125   9.9381830E+05   1.3833593E+06   9.9191958E+05   7.9622588E+05   1.1860429E+06   7.9396913E+05
    4.7250   9.9398890E+05   1.3838662E+06   9.9220400E+05   7.9642923E+05   1.1864761E+06   7.9434003E+05
    4.7375   9.9416651E+05   1.3843624E+06   9.9249502E+05   7.9664044E+05   1.1868956E+06   7.9472114E+05
    4.7500   9.9435075E+05   1.3848475E+06   9.9279260E+05   7.9685943E+05   1.1873013E+06   7.9511182E+05
    4.7625   9.9454129E+05   1.3853212E+06   9.9309674E+05   7.9708615E+05   1.1876933E+06   7.9551144E+05
    4.7750   9.9473767E+05   1.3857832E+06   9.9340732E+05   7.9732062E+05   1.1880715E+06   7.9591937E+05
    4.7875   9.9493960E+05   1.3862331E+06   9.9372438E+05   7.9756283E+05   1.1884359E+06   7.9633501E+05
    4.8000   9.9514660E+05   1.3866709E+06   9.9404774E+05   7.9781280E+05   1.1887864E+06   7.9675773E+05
    4.8125   9.9535819E+05   1.3870965E+06   9.9437721E+05   7.9807053E+05   1.1891229E+06   7.9718690E+05
    4.8250   9.9557384E+05   1.3875101E+06   9.9471252E+05   7.9833598E+05   1.1894454E+06   7.9762190E+05
    4.8375   9.9579293E+05   1.3879118E+06   9.9505329E+05   7.9860904E+05   1.1897539E+06   7.9806207E+05
    4.8500   9.9601484E+05   1.3883021E+06   9.9539905E+05   7.9888958E+05   1.1900486E+06   7.9850674E+05
    4.8625   9.9623887E+05   1.3886815E+06   9.9574926E+05   7.9917734E+05   1.1903296E+06   7.9895521E+05
    4.8750   9.9646434E+05   1.3890506E+06   9.9610331E+05   7.9947200E+05   1.1905972E+06   7.9940679E+05
    4.8875   9.9669058E+05   1.3894101E+06   9.9646055E+05   7.9977315E+05   1.1908518E+06   7.9986073E+05
    4.9000   9.9691696E+05   1.3897602E+06   9.9682029E+05   8.0008030E+05   1.1910939E+06   8.0031631E+05
    4.9125   9.9714288E+05   1.3901020E+06   9.9718182E+05   8.0039288E+05   1.1913239E+06   8.0077281E+05
    4.9250   9.9736786E+05   1.3904357E+06   9.9754447E+05   8.0071023E+05   1.1915426E+06   8.0122952E+05
    4.9375   9.9759148E+05   1.3907619E+06   9.9790757E+05   8.0103166E+05   1.1917505E+06   8.0168573E+05
    4.9500   9.9781346E+05   1.3910807E+06   9.9827052E+05   8.0135646E+05   1.1919481E+06   8.0214081E+05
    4.9625   9.9803360E+05   1.3913925E+06   9.9863273E+05   8.0168386E+05   1.1921361E+06   8.0259415E+05
    4.9750   9.9825183E+05   1.3916973E+06   9.9899367E+05   8.0201310E+05   1.1923150E+06   8.0304518E+05
    4.9875   9.9846815E+05   1.3919949E+06   9.9935284E+05   8.0234343E+05   1.1924854E+06   8.0349340E+05
    5.0000   9.9868267E+05   1.3922853E+06   9.9970975E+05   8.0267411E+05   1.1926475E+06   8.0393838E+05
    5.0125   9.9889552E+05   1.3925683E+06   1.0000639E+06   8.0300443E+05   1.1928019E+06   8.0437971E+05
    5.0250   9.9910701E+05   1.3928431E+06   1.0004150E+06   8.0333369E+05   1.1929487E+06   8.0481705E+05
    5.0375   9.9931716E+05   1.3931103E+06   1.0007624E+06   8.0366121E+05   1.1930883E+06   8.0525008E+05
    5.0500   9.9952625E+05   1.3933693E+06   1.0011055E+06   8.0398636E+05   1.1932209E+06   8.0567850E+05
    5.0625   9.9973436E+05   1.3936203E+06   1.0014438E+06   8.0430849E+05   1.1933466E+06   8.0610203E+05
    5.0750   9.9994154E+05   1.3938634E+06   1.0017765E+06   8.0462697E+05   1.1934658E+06   8.0652039E+05
    5.0875   1.0001478E+06   1.3940990E+06   1.0021029E+06   8.0494120E+05   1.1935786E+06   8.0693327E+05
    5.1000   1.0003530E+06   1.3943274E+06   1.0024222E+06   8.0525053E+05   1.1936852E+06   8.0734034E+05
    5.1125   1.0005571E+06   1.3945493E+06   1.0027337E+06   8.0555433E+05   1.1937862E+06   8.0774121E+05
    5.1250   1.0007596E+06   1.3947651E+06   1.0030364E+06   8.0585199E+05   1.1938818E+06   8.0813548E+05
    5.1375   1.0009605E+06   1.3949757E+06   1.0033295E+06   8.0614285E+05   1.1939725E+06   8.0852267E+05
    5.1500   1.0011594E+06   1.3951811E+06   1.0036124E+06   8.0642629E+05   1.1940590E+06   8.0890227E+05
    5.1625   1.0013557E+06   1.3953829E+06   1.0038842E+06   8.0670168E+05   1.1941416E+06   8.0927372E+05
    5.1750   1.0015493E+06   1.3955811E+06   1.0041443E+06   8.0696843E+05   1.1942211E+06   8.0963644E+05
    5.1875   1.0017396E+06   1.3957765E+06   1.0043922E+06   8.0722599E+05   1.1942980E+06   8.0998981E+05
    5.2000   1.0019263E+06   1.3959696E+06   1.0046273E+06   8.0747382E+05   1.1943731E+06   8.1033319E+05
    5.2125   1.0021089E+06   1.3961606E+06   1.0048494E+06   8.0771150E+05   1.1944468E+06   8.1066594E+05
    5.2250   1.0022872E+06   1.3963500E+06   1.0050582E+06   8.0793864E+05   1.1945197E+06   8.1098745E+05
    5.2375   1.0024609E+06   1.3965376E+06   1.0052536E+06   8.0815493E+05   1.1945923E+06   8.1129709E+05
    5.2500   1.0026295E+06   1.3967237E+06   1.0054356E+06   8.0836018E+05   1.1946650E+06   8.1159427E+05
    5.2625   1.0027928E+06   1.3969081E+06   1.0056042E+06   8.0855424E+05   1.1947381E+06   8.1187841E+05
    5.2750   1.0029508E+06   1.3970900E+06   1.0057598E+06   8.0873707E+05   1.1948118E+06   8.1214896E+05
    5.2875   1.0031029E+06   1.3972702E+06   1.0059022E+06   8.0890870E+05   1.1948864E+06   8.1240540E+05
    5.3000   1.0032488E+06   1.3974481E+06   1.0060317E+06   8.0906922E+05   1.1949620E+06   8.1264721E+05
    5.3125   1.0033882E+06   1.3976240E+06   1.0061484E+06   8.0921876E+05   1.1950387E+06   8.1287390E+05
    5.3250   1.0035205E+06   1.3977980E+06   1.0062522E+06   8.0935752E+05   1.1951165E+06   8.1308497E+05
    5.3375   1.0036451E+06   1.3979703E+06   1.0063433E+06   8.0948568E+05   1.1951957E+06   8.1327992E+05
    5.3500   1.0037616E+06   1.3981414E+06   1.0064216E+06   8.0960344E+05   1.1952763E+06   8.1345827E+05
    5.3625   1.0038692E+06   1.3983117E+06   1.0064870E+06   8.0971100E+05   1.1953585E+06   8.1361949E+05
    5.3750   1.0039673E+06   1.3984819E+06   1.0065394E+06   8.0980853E+05   1.1954426E+06   8.1376307E+05
    5.3875   1.0040550E+06   1.3986524E+06   1.0065787E+06   8.0989616E+05   1.1955288E+06   8.1388850E+05
    5.4000   1.0041321E+06   1.3988232E+06   1.0066051E+06   8.0997399E+05   1.1956174E+06   8.1399526E+05
    5.4125   1.0041974E+06   1.3989959E+06   1.0066180E+06   8.1004210E+05   1.1957089E+06   8.1408285E+05
    5.4250   1.0042506E+06   1.3991703E+06   1.0066175E+06   8.1010049E+05   1.1958038E+06   8.1415079E+05
    5.4375   1.0042910E+06   1.3993474E+06   1.0066035E+06   8.1014916E+05   1.1959024E+06   8.1419863E+05
    5.4500   1.0043181E+06   1.3995274E+06   1.0065760E+06   8.1018806E+05   1.1960052E+06   8.1422598E+05
    5.4625   1.0043314E+06   1.3997107E+06   1.0065348E+06   8.1021714E+05   1.1961126E+06   8.1423252E+05
    5.4750   1.0043308E+06   1.3998974E+06   1.0064801E+06   8.1023630E+05   1.1962252E+06   8.1421798E+05
    5.4875   1.0043161E+06   1.4000876E+06   1.0064119E+06   8.1024546E+05   1.1963432E+06   8.1418221E+05
    5.5000   1.0042872E+06   1.4002812E+06   1.0063303E+06   8.1024453E+05   1.1964669E+06   8.1412512E+05
    5.5125   1.0042442E+06   1.4004780E+06   1.0062355E+06   8.1023340E+05   1.1965965E+06   8.1404672E+05
    5.5250   1.0041876E+06   1.4006768E+06   1.0061279E+06   8.1021199E+05   1.1967322E+06   8.1394714E+05
    5.5375   1.0041171E+06   1.4008787E+06   1.0060073E+06   8.1018021E+05   1.1968740E+06   8.1382655E+05
    5.5500   1.0040334E+06   1.4010824E+06   1.0058740E+06   8.1013796E+05   1.1970220E+06   8.1368524E+05
    5.5625   1.0039365E+06   1.4012883E+06   1.0057279E+06   8.1008513E+05   1.1971762E+06   8.1352354E+05
    5.5750   1.0038268E+06   1.4014960E+06   1.0055690E+06   8.1002161E+05   1.1973365E+06   8.1334183E+05
    5.5875   1.0037046E+06   1.4017056E+06   1.0053973E+06   8.0994727E+05   1.1975028E+06   8.1314056E+05
    5.6000   1.0035700E+06   1.4019172E+06   1.0052125E+06   8.0986194E+05   1.1976751E+06   8.1292018E+05
    5.6125   1.0034234E+06   1.4021310E+06   1.0050145E+06   8.0976542E+05   1.1978535E+06   8.1268116E+05
    5.6250   1.0032650E+06   1.4023471E+06   1.0048029E+06   8.0965749E+05   1.1980378E+06   8.1242397E+05
    5.6375   1.0030950E+06   1.4025661E+06   1.0045776E+06   8.0953789E+05   1.1982282E+06   8.1214908E+05
    5.6500   1.0029141E+06   1.4027870E+06   1.0043386E+06   8.0940632E+05   1.1984248E+06   8.1185697E+05
    5.6625   1.0027219E+06   1.4030117E+06   1.0040851E+06   8.0926248E+05   1.1986277E+06   8.1154807E+05
    5.6750   1.0025190E+06   1.4032395E+06   1.0038172E+06   8.0910604E+05   1.1988371E+06   8.1122284E+05
    5.6875   1.0023057E+06   1.4034711E+06   1.0035347E+06   8.0893665E+05   1.1990532E+06   8.1088171E+05
    5.7000   1.0020822E+06   1.4037067E+06   1.0032373E+06   8.0875401E+05   1.1992763E+06   8.1052511E+05
    5.7125   1.0018488E+06   1.4039463E+06   1.0029250E+06   8.0855781E+05   1.1995065E+06   8.1015349E+05
